file,line,category,phrase,classification,severity,action,context
docs/EPIBENCH_PROTOCOL.md,62,clinical_or_regulatory,clinical approval,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- patient-dependent, patient-independent, leave-one-subject-out, temporal, center/site, home-vs-hospital, and external validation splits where available. 5. Pre-Registered Evaluation Plan    - metrics, thresholds, alarm budgets, failure policy, hardware target, baselines, exclusion rules, and claim gates fixed before the final run. 6. Model Evaluation    - predictions, event detections, alarm episodes, patient-level metrics, calibration, runtime, memory, energy proxy, and failure traces. 7. Epi-Score    - multi-axis model behavior score. It is never a clinical approval score. 8. Claim Eligibility Report"
docs/EPIBENCH_PROTOCOL.md,205,scope_or_generality,generalizable,bounded,bounded,No action if context remains explicitly anti-overclaim.,"| Claim level | Allowed statement | Minimum evidence | | --- | --- | --- | | E0 | No scientific claim; software or data plumbing only | Synthetic data, mock data, incomplete labels, or failed audit | | E1 | Structural validity of the protocol | Reproducible pipeline, label/split logic tested, baselines run, failures preserved | | E2-PD | Narrow patient-dependent operational claim | T1/T2 dataset, audited labels, validation-only thresholding, no leakage, event metrics, FAR/day, latency definition, patient-dependent split, failure trace | | E2-PI | Narrow patient-independent operational claim | T1/T2 dataset, audited labels, validation-only thresholding, no leakage, event metrics, FAR/day, latency definition, patient-independent split, failure trace | | E3 | External/generalizable research claim | T1 evidence, patient-independent split, external dataset/site or leave-site-out validation, subgroup results, failure-rate bound, hardware latency if real-time is claimed | | E4 | Pre-clinical or clinical-grade claim | Prospective protocol, clinician-adjudicated ground truth, prespecified safety endpoints, risk analysis, device/regulatory pathway review, intended-use population, and independent validation |"
docs/EPIBENCH_PROTOCOL.md,205,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"| Claim level | Allowed statement | Minimum evidence | | --- | --- | --- | | E0 | No scientific claim; software or data plumbing only | Synthetic data, mock data, incomplete labels, or failed audit | | E1 | Structural validity of the protocol | Reproducible pipeline, label/split logic tested, baselines run, failures preserved | | E2-PD | Narrow patient-dependent operational claim | T1/T2 dataset, audited labels, validation-only thresholding, no leakage, event metrics, FAR/day, latency definition, patient-dependent split, failure trace | | E2-PI | Narrow patient-independent operational claim | T1/T2 dataset, audited labels, validation-only thresholding, no leakage, event metrics, FAR/day, latency definition, patient-independent split, failure trace | | E3 | External/generalizable research claim | T1 evidence, patient-independent split, external dataset/site or leave-site-out validation, subgroup results, failure-rate bound, hardware latency if real-time is claimed | | E4 | Pre-clinical or clinical-grade claim | Prospective protocol, clinician-adjudicated ground truth, prespecified safety endpoints, risk analysis, device/regulatory pathway review, intended-use population, and independent validation |"
docs/EPIBENCH_PROTOCOL.md,212,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"| E4 | Pre-clinical or clinical-grade claim | Prospective protocol, clinician-adjudicated ground truth, prespecified safety endpoints, risk analysis, device/regulatory pathway review, intended-use population, and independent validation |  Hard gates:  - No E3 from patient-dependent validation alone. - No E2-PI from patient-dependent validation alone. - No ""real-time"" claim without measured target-hardware latency. - No ""low false positives"" claim without false alarms per 24h and distribution across patients."
docs/EPIBENCH_PROTOCOL.md,293,edge_or_realtime,real-time,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"- `FAR_EXPLOSION`: false alarms exceed a prespecified maximum alarm burden. - `PATIENT_LEAKAGE`: training information crosses patient boundary. - `TEMPORAL_LEAKAGE`: future data, overlapping windows, normalization, or thresholding leaks into validation/test. - `SPLIT_NONCOMPLIANT`: run uses a split different from the frozen manifest. - `LABEL_UNAUDITED`: label provenance or onset/offset uncertainty not cleared. - `DEVICE_MISSINGNESS`: sensor dropout prevents a required modality from being observed. - `HARDWARE_UNMEASURED`: real-time or edge claim attempted without target hardware measurement."
docs/EPIBENCH_PROTOCOL.md,478,scope_or_generality,generalize,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"- External datasets may differ in sensor, montage, annotation policy, and patient population. - Edge claims can be overstated if only desktop inference is measured. - Public retrospective data cannot establish clinical safety by itself.  ## Questions for the clinical or medical supervisor  1. Which seizure types are clinically in scope: generalized tonic-clonic, focal impaired awareness, focal motor, non-motor, nocturnal only, or all? 2. What is the intended use: caregiver alert, clinician review, diary support, emergency alarm, or research-only detection?"
docs/EPIBENCH_PROTOCOL.md,499,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"## Anti-overclaim rules  Forbidden without the corresponding evidence:  - ""Our model detects epilepsy."" - ""Clinical-ready."" - ""SOTA"" without reproduced external comparison under the same protocol. - ""Generalizable"" without patient-independent and external validation."
docs/EPIBENCH_PROTOCOL.md,500,scope_or_generality,generalizable,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"Forbidden without the corresponding evidence:  - ""Our model detects epilepsy."" - ""Clinical-ready."" - ""SOTA"" without reproduced external comparison under the same protocol. - ""Generalizable"" without patient-independent and external validation. - ""Real-time"" without target-hardware latency."
docs/EPIBENCH_PROTOCOL.md,501,edge_or_realtime,real-time,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"Forbidden without the corresponding evidence:  - ""Our model detects epilepsy."" - ""Clinical-ready."" - ""SOTA"" without reproduced external comparison under the same protocol. - ""Generalizable"" without patient-independent and external validation. - ""Real-time"" without target-hardware latency. - ""Low false positives"" without false alarms/day and patient-level distribution."
docs/EPIBENCH_PROTOCOL_CONFORMANCE_SUITE.md,70,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,Examples:  - `E3` external validation allowed; - `E3` blocked without external validation; - `E4` prospective evidence allowed; - `E4` blocked without prospective protocol; - real-time wording allowed with hardware evidence; - real-time wording forbidden without hardware evidence.
docs/EPIBENCH_PROTOCOL_CONFORMANCE_SUITE.md,71,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,- `E3` external validation allowed; - `E3` blocked without external validation; - `E4` prospective evidence allowed; - `E4` blocked without prospective protocol; - real-time wording allowed with hardware evidence; - real-time wording forbidden without hardware evidence.
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,22,clinical_or_regulatory,clinically approved,bounded,bounded,No action if context remains explicitly anti-overclaim.,"> EpiBench transforme les résultats de détection, d'alerte précoce et de forecasting de crises en evidence packages auditables, reproductibles et bornés par des niveaux de claim explicites.  ## Avertissement de certification  Le mot ""certification"" doit être utilisé avec précision.  `EpiBench-certified` ne signifie pas `clinically approved`.   `EpiBench-certified` ne signifie pas dispositif médical validé."
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,207,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"| --- | --- | | labels non auditables | claim max E1 | | split non conforme | claim max E1 | | leakage détecté | E2+ bloqué | | pas de failure trace | `Run-Complete` bloqué | | pas de FAR/day | claim ""low false positives"" interdit | | pas de latence hardware | claim edge/real-time interdit | | pas de patient-independent split | E2-PI et E3 interdits |"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,255,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Cette table doit être publiée dans `EPIBENCH_SPEC_V1.md` et encodée dans `epibench_v1.yaml`.  ## Livrables concrets  - `docs/EPIBENCH_SPEC_V1.md` section normative `Evidence and Claim Model`. - SOTA alignment matrix indiquant pour chaque reference existante si EpiBench   l'adopte, la mappe, l'etend ou diverge avec justification."
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,304,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"```text Dataset: T2 Track: Detection Split: patient-independent Failure status: transparent, non-leakage Max claim: E2-PI Forbidden claims: E3, E4, real-time, low false positives if FAR/day absent ```"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,522,clinical_or_regulatory,clinically approved,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Track: D Run completeness: complete Leakage status: passed Failure transparency: passed Epi-Score: 71.4 Claim eligibility: E2-PI Forbidden claims: E3, E4, clinically approved, real-time ```"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,522,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Track: D Run completeness: complete Leakage status: passed Failure transparency: passed Epi-Score: 71.4 Claim eligibility: E2-PI Forbidden claims: E3, E4, clinically approved, real-time ```"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,568,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,| pas de patient-independent split | E2-PI interdit | | pas de validation externe ou leave-site-out | E3 interdit | | pas de prospective evidence | E4 interdit | | leakage failure | E2+ interdit | | pas de failure trace | Run-Complete interdit | | pas de FAR/day | low-false-positive claim interdit | | pas de latency report | real-time claim interdit | | pas de hardware report | Edge-Measured interdit |
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,600,edge_or_realtime,real-time,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"| Sentinel | Effet minimum | | --- | --- | | `PREDICTION_MISSING` | pénalise stability, report obligatoire | | `SEGMENT_CRASH` | pénalise robustness et stability | | `NAN_OR_INF_OUTPUT` | run invalid for affected outputs | | `LATENCY_BUDGET_EXCEEDED` | bloque real-time et Edge-Measured | | `FAR_EXPLOSION` | pénalise clinical safety, peut bloquer E2+ selon seuil |"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,606,edge_or_realtime,real-time,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"| `LATENCY_BUDGET_EXCEEDED` | bloque real-time et Edge-Measured | | `FAR_EXPLOSION` | pénalise clinical safety, peut bloquer E2+ selon seuil | | `PATIENT_LEAKAGE` | bloque E2+ | | `TEMPORAL_LEAKAGE` | bloque E2+ | | `SPLIT_NONCOMPLIANT` | claim max E1 | | `LABEL_UNAUDITED` | claim max E1 | | `HARDWARE_UNMEASURED` | bloque edge/real-time claim |"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,865,clinical_or_regulatory,clinically approved,bounded,bounded,No action if context remains explicitly anti-overclaim.,"EpiBench v1.0 certification Status: PASS WITH LIMITATIONS Track: D Dataset tier: T2 Epi-Score: 68.2 Granted claim: E2-PI Forbidden claims: E3, E4, real-time, clinically approved Blocking issues: no external validation, no hardware measurement"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,865,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"EpiBench v1.0 certification Status: PASS WITH LIMITATIONS Track: D Dataset tier: T2 Epi-Score: 68.2 Granted claim: E2-PI Forbidden claims: E3, E4, real-time, clinically approved Blocking issues: no external validation, no hardware measurement"
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,1046,sota_or_leaderboard,sota,requires_review,moderate,Review wording; add evidence boundary or remove unsupported claim.,## Positionnement du papier  Ne pas positionner le papier comme:  - un nouveau modèle; - un nouveau SOTA; - une preuve clinique;
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,1189,clinical_or_regulatory,clinical certification,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- Sans adoption externe, le terme ""community-ready"" peut être contesté. - Sans comparaison à SzCORE, le papier peut être perçu comme redondant. - Sans clinicien co-auteur, les claim gates cliniques peuvent sembler artificiels.  ## Décisions à verrouiller  - Le titre doit éviter ""universal clinical certification"". - Le terme recommandé est ""scientific claim certification""."
docs/EPIBENCH_Q1_STANDARD_ROADMAP.md,1333,clinical_or_regulatory,clinically certified,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- Fragmentation si EpiBench ignore les frameworks existants. - Confusion publique si ""certified"" est mal compris.  ## Décisions à verrouiller  - Toujours inclure ""scientific"" ou ""EpiBench v1.0"" dans la certification. - Ne jamais écrire ""clinically certified"". - Maintenir une compatibility note avec event-based scoring."
docs/EPIBENCH_RELEASE_CHECKLIST.md,8,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,## Normative Artefacts  - [ ] `docs/EPIBENCH_SPEC_V1.md` reviewed. - [ ] `configs/epibench/epibench_v1.yaml` validates and matches the spec. - [ ] JSON Schemas validate example artefacts. - [ ] SOTA registry validated and citation integrity checked.
docs/EPIBENCH_RELEASE_CHECKLIST.md,26,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,- [ ] Dataset tier is computed from MTS and cannot be raised by declaration alone.  ## Scientific Review  - [ ] Clinical reviewer confirms anti-overclaim language. - [ ] Reproducibility reviewer runs the CLI from a fresh checkout. - [ ] SOTA steward confirms no ignored equivalent standard. - [ ] Independent reviewer adjudicates one dataset card.
docs/EPIBENCH_RELEASE_CHECKLIST.md,35,clinical_or_regulatory,clinical approval,bounded,bounded,No action if context remains explicitly anti-overclaim.,"## Paper Readiness  - [ ] At least two real evidence packages are prepared. - [ ] Figures are generated from artefacts, not redrawn manually. - [ ] Claim eligibility matrix is included in supplement. - [ ] Negative example is included. - [ ] Limitations section explicitly separates scientific certification from clinical approval."
docs/EPIBENCH_SPEC_V1.md,27,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,- the minimum review and validation requirements before release candidate publication.  The executable release-candidate artefacts are:  - `configs/epibench/epibench_v1.yaml`; - `schemas/epibench/*.schema.json`; - `configs/epibench/sota_registry_v1.yaml`; - `src/epibench/*`;
docs/EPIBENCH_SPEC_V1.md,35,clinical_or_regulatory,clinical approval,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- `scripts/epibench.py`.  If prose and machine-readable artefacts diverge, the release process must block until the inconsistency is resolved. No author may choose the higher-claim interpretation manually.  ## 2. Certification boundary  EpiBench certification is scientific certification of an evidence package. It is not clinical approval, regulatory approval, safety certification, or medical-device certification."
docs/EPIBENCH_SPEC_V1.md,46,clinical_or_regulatory,clinically certified,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- ""eligible for EpiBench Claim E2-PI under the declared track""; - ""result bundle passed EpiBench evidence checks""; - ""claim limited to this dataset, track, sensor stack, split, and failure profile"".  Forbidden wording:  - ""clinically certified""; - ""clinically approved"";"
docs/EPIBENCH_SPEC_V1.md,47,clinical_or_regulatory,clinically approved,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- ""result bundle passed EpiBench evidence checks""; - ""claim limited to this dataset, track, sensor stack, split, and failure profile"".  Forbidden wording:  - ""clinically certified""; - ""clinically approved""; - ""safe for clinical deployment"";"
docs/EPIBENCH_SPEC_V1.md,50,scope_or_generality,generalizable,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Forbidden wording:  - ""clinically certified""; - ""clinically approved""; - ""safe for clinical deployment""; - ""detects epilepsy""; - ""generalizable"" without E3 evidence; - ""real-time"" without hardware or streaming latency evidence;"
docs/EPIBENCH_SPEC_V1.md,51,edge_or_realtime,real-time,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"- ""clinically certified""; - ""clinically approved""; - ""safe for clinical deployment""; - ""detects epilepsy""; - ""generalizable"" without E3 evidence; - ""real-time"" without hardware or streaming latency evidence; - ""low false positives"" without false alarms per 24h and patient-level distribution."
docs/EPIBENCH_SPEC_V1.md,85,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"2. Protocol validity: whether labels, splits, thresholds, and leakage checks are valid. 3. Algorithm behavior: what the model does under the declared track. 4. Claim eligibility: what the evidence package is allowed to claim.  A leaderboard row MUST NOT be interpreted without its evidence card, split manifest, failure trace, and claim eligibility report.  ## 5. SOTA alignment and non-reinvention rule"
docs/EPIBENCH_SPEC_V1.md,127,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- IoT/embedded viability gates; - result bundles with checksums, traces, and reproducibility commands; - anti-overclaim rules linking data quality, split type, failures, external validation, and hardware evidence.  EpiBench MUST NOT claim to replace event-scoring frameworks. It should be positioned as an evidence and claim-governance layer that can consume event-scoring outputs.  ### 5.3 SOTA registry requirement"
docs/EPIBENCH_SPEC_V1.md,129,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- anti-overclaim rules linking data quality, split type, failures, external validation, and hardware evidence.  EpiBench MUST NOT claim to replace event-scoring frameworks. It should be positioned as an evidence and claim-governance layer that can consume event-scoring outputs.  ### 5.3 SOTA registry requirement  Every EpiBench release candidate MUST include a SOTA registry with:"
docs/EPIBENCH_SPEC_V1.md,256,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,- battery or energy proxy; - missing modality behavior; - cloud dependency.  Forbidden interpretations:  - A system MUST NOT claim real-time or edge viability from desktop-only inference unless labelled as a proxy profile. - `Edge-Measured` requires target hardware measurement.
docs/EPIBENCH_SPEC_V1.md,486,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,| transparent non-critical failures | E2-PD/E2-PI/E3 possible with penalties and caveats |  ### 11.5 Hardware ceiling  | Hardware evidence | Maximum hardware/edge claim | | --- | --- | | no runtime report | no latency or real-time claim | | desktop-only profile | proxy performance only |
docs/EPIBENCH_SPEC_V1.md,492,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,| no runtime report | no latency or real-time claim | | desktop-only profile | proxy performance only | | controlled device profile | `Edge-Profiled` candidate | | target hardware measurement | `Edge-Measured` candidate | | causal streaming end-to-end measurement | `Streaming-Feasible` candidate |  Hardware ceiling applies only to edge/real-time claims. It does not automatically lower non-edge scientific claims unless latency is part of the clinical claim.
docs/EPIBENCH_SPEC_V1.md,503,edge_or_realtime,real-time,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"| Sentinel | Detection condition | Severity | Score impact | Claim impact | Required report | | --- | --- | --- | --- | --- | --- | | `PREDICTION_MISSING` | required prediction absent for patient/recording/window | major | failure-rate and stability penalty | may lower E2-PD/E2-PI or higher if above threshold; unreported missingness max E1 | affected units, denominator, reason | | `SEGMENT_CRASH` | inference crashes on segment | major | robustness/stability penalty | E2-PD/E2-PI or higher only if transparent and bounded | stack/log, affected segment count | | `NAN_OR_INF_OUTPUT` | non-finite model output | critical if unhandled | invalidates affected output; penalty | unhandled NaN/Inf max E1 | affected outputs, handling policy | | `LATENCY_BUDGET_EXCEEDED` | runtime or detection delay exceeds preregistered budget | major/critical | latency penalty | blocks real-time/edge claim | latency distribution | | `POST_EVENT_ALARM` | alarm occurs after useful detection/warning window | major | performance/safety penalty | blocks useful early-warning claim | event/alarm timing |"
docs/EPIBENCH_SPEC_V1.md,511,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"| `FAR_EXPLOSION` | FAR exceeds preregistered maximum | major | safety penalty | blocks low-FAR claim; may block E2-PD/E2-PI or higher if extreme | FAR distribution | | `PATIENT_LEAKAGE` | patient identity crosses train/test boundary improperly | critical | certified score invalid | max E1 | leakage mechanism | | `TEMPORAL_LEAKAGE` | future data, overlap, normalization, or threshold leakage | critical | certified score invalid | max E1 | leakage mechanism | | `SPLIT_NONCOMPLIANT` | run does not use frozen split | critical | certified score invalid | max E1 | expected vs actual split | | `LABEL_UNAUDITED` | label provenance/timing not cleared | critical | score not claimable beyond structure | max E1 | label audit status | | `DEVICE_MISSINGNESS` | required modality unavailable/dropout | major | observability/stability penalty | claim limited to observed modality regime | missingness table | | `HARDWARE_UNMEASURED` | edge/real-time claim without hardware evidence | critical for edge claim | edge score not certified | blocks real-time/edge claim | hardware evidence status |"
docs/EPIBENCH_SPEC_V1.md,537,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"1. High-MTS hospital EEG, low DSI, patient-independent: T1 candidate, E2-PI max, E3 blocked by low external evidence. 2. Wearable multimodal dataset with useful but incomplete labels: T2, E2-PI possible under narrow scope if split and audit pass. 3. Proxy-label exploratory dataset: T3, E1 max despite any high classifier metric. 4. Patient-dependent high performance: E2-PD max, E2-PI/E3 blocked. 5. Leakage failure: E1 max even if all metrics are strong. 6. Hardware claim without hardware report: non-edge claim may stand, real-time/edge claim blocked."
docs/EPIBENCH_SPEC_V1.md,584,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"- E2-PI maximum; - E3 blocked.  ### 14.5 Hardware claim test  Scenario: real-time claim requested, no hardware report."
docs/EPIBENCH_SPEC_V1.md,588,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"### 14.5 Hardware claim test  Scenario: real-time claim requested, no hardware report.  Expected:  - real-time claim blocked; - `Edge-Measured` blocked;"
docs/EPIBENCH_SPEC_V1.md,601,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,Expected:  - Track F may be evaluated; - Track D claim blocked.  ### 14.7 SOTA non-reinvention test
docs/EPIBENCH_SPEC_V1.md,629,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,| Claim ladder | PASS | | Claim ceiling matrix | PASS | | Failure consequence matrix | PASS | | Adjudication examples | PASS | | Review checklist | PASS | | Anti-overclaim wording | PASS | | SOTA alignment | PASS | | Ready for Phase 2 encoding | YES |
docs/EPIBENCH_SPEC_V1.md,659,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,- `failure_trace_status`; - `sentinels`; - `requested_claim`; - `granted_claim`; - `forbidden_claims`; - `claim_blocking_reasons`. - `sota_registry_entries`; - `sota_relationship`;
docs/EPIBENCH_SPEC_V1.md,660,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,- `sentinels`; - `requested_claim`; - `granted_claim`; - `forbidden_claims`; - `claim_blocking_reasons`. - `sota_registry_entries`; - `sota_relationship`; - `sota_citation_integrity_status`.
docs/EPIBENCH_SPEC_V1.md,661,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,- `requested_claim`; - `granted_claim`; - `forbidden_claims`; - `claim_blocking_reasons`. - `sota_registry_entries`; - `sota_relationship`; - `sota_citation_integrity_status`.
docs/EPIBENCH_VERSIONING_POLICY.md,47,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,Increment `MINOR` when a change adds compatible capability:  - optional schema field; - new non-blocking sentinel; - new report renderer; - new dataset evidence package; - SOTA registry update that does not alter existing verdicts.
docs/paper/EPIBENCH_NPJ_COVER_LETTER_DRAFT.md,13,clinical_or_regulatory,clinical approval,bounded,bounded,No action if context remains explicitly anti-overclaim.,"Artificial intelligence systems for seizure detection, early warning, and forecasting are increasingly evaluated using summary metrics such as sensitivity, F1 score, AUROC, or false alarms per day. These metrics are important, but they are not self-interpreting evidence. Their meaning depends on dataset provenance, annotation quality, seizure timing uncertainty, split design, patient independence, monitoring setting, sensor modality, missing data, failure handling, latency, and hardware feasibility. Without an auditable protocol, a leaderboard row can appear stronger than the evidence permits.  Our manuscript introduces EpiBench, an open evidence and claim-certification framework for seizure AI. EpiBench separates dataset evidence from algorithm behavior through Dataset Evidence Cards, metrological trustworthiness and domain stress rubrics, track-specific evaluation for detection, early warning, forecasting, and embedded viability, failure-preserving result bundles, and deterministic claim gates. Instead of asking only which model ranks highest, EpiBench asks what a result is scientifically allowed to claim.  We believe this work is a strong fit for npj Digital Medicine because it addresses a core problem in digital and mobile health AI: how to make algorithmic claims auditable, reproducible, and clinically bounded without overstating retrospective benchmark results. The manuscript includes a versioned specification, machine-readable schemas, a reference command-line implementation, certification reports, and worked examples showing that a high-performing but leakage-contaminated model is downgraded despite superior naive metrics.  EpiBench is explicitly not presented as clinical approval, regulatory clearance, or evidence of deployment readiness. EpiBench-certified means scientifically certified under the EpiBench evidence protocol, with a bounded claim level. This distinction is embedded in the specification, reports, and manuscript."
docs/paper/EPIBENCH_NPJ_DIGITAL_MEDICINE_DRAFT.md,44,clinical_or_regulatory,clinical approval,bounded,bounded,No action if context remains explicitly anti-overclaim.,"## Abstract  Machine learning systems for seizure detection, early warning, and forecasting are commonly compared using summary metrics such as accuracy, sensitivity, F1 score, AUROC, or false alarm rate. These metrics are not self-interpreting evidence. Their scientific meaning depends on dataset provenance, sensor modality, label quality, seizure onset and offset uncertainty, patient-dependent versus patient-independent splitting, hospital versus home monitoring, artifact burden, missing data, latency, hardware feasibility, and the handling of model failures. A single leaderboard row can therefore overstate clinical or operational validity, particularly when failures, leakage, or alarm burden are hidden.  We introduce EpiBench, an open evidence and claim-certification framework for seizure AI. EpiBench separates dataset evidence from algorithm behavior through Epilepsy Dataset Evidence Cards, metrological trustworthiness and domain stress rubrics, task-specific tracks for detection, early warning, forecasting, and embedded viability, failure-preserving result bundles, and deterministic claim gates. Instead of asking which model is best, EpiBench asks what a result is allowed to prove. The framework maps existing seizure event-scoring and clinical AI reporting standards where compatible, including ILAE seizure vocabulary, event-based scoring frameworks such as SzCORE, and reporting guidance for prediction and diagnostic AI.  We provide a machine-readable specification, JSON Schemas, a reference command-line implementation, certification badges, and worked examples. In a demonstration, a model with superior naive metrics is downgraded to a structural-only claim because leakage and threshold-selection failures are preserved, whereas a lower-scoring but auditable run receives a bounded patient-independent operational claim. EpiBench certification is scientific certification of an evidence package, not clinical approval or regulatory clearance. The framework is intended to make seizure AI results auditable, reproducible, comparable, and resistant to leaderboard-driven overclaim."
docs/paper/EPIBENCH_NPJ_DIGITAL_MEDICINE_DRAFT.md,52,edge_or_realtime,real-time,bounded,bounded,No action if context remains explicitly anti-overclaim.,"## Main  ### Introduction  Artificial intelligence for epilepsy monitoring is advancing rapidly across hospital EEG, wearable sensors, multimodal biosignals, and edge computing. The field includes seizure detection, early warning, seizure forecasting, and long-term risk estimation. These tasks differ clinically and mathematically, yet their evaluations are often compressed into a small set of performance metrics.  This compression creates a scientific problem. A reported accuracy of 95 percent may reflect class imbalance rather than useful seizure detection. A high AUROC may coexist with an unacceptable number of false alarms per day. A high sensitivity may be achieved by placing patients in warning for large fractions of monitored time. A patient-dependent split may measure within-patient adaptation rather than generalization to new patients. A hospital EEG dataset may not support a claim about home wearable use. A detector may appear real-time in offline evaluation while exceeding latency or energy budgets on target hardware. A seizure forecasting model may be evaluated as a preictal classifier without clinically meaningful alarm burden constraints."
docs/paper/EPIBENCH_NPJ_DIGITAL_MEDICINE_DRAFT.md,70,sota_or_leaderboard,sota,bounded,bounded,No action if context remains explicitly anti-overclaim.,"The International League Against Epilepsy provides seizure-type vocabulary and clinical classification structure. EpiBench adopts ILAE terminology when dataset metadata permit it.  Event-based seizure scoring has been advanced by community efforts such as SzCORE, which provides open evaluation machinery for seizure detection algorithms. EpiBench should map or adopt compatible event-level outputs such as sensitivity, precision, F1 score, and false positives per day, rather than redefining event scoring unnecessarily.  Clinical AI reporting has been strengthened by TRIPOD+AI for prediction models, STARD-AI for diagnostic accuracy studies, DECIDE-AI for early-stage clinical evaluation of AI decision support, SPIRIT-AI and CONSORT-AI for AI trial protocols and reports, and FUTURE-AI for trustworthy and deployable healthcare AI. EpiBench maps these reporting principles into a seizure-specific evidence architecture, with additional attention to seizure labels, alarm burden, failures, and embedded viability.  This non-reinvention rule is encoded in the EpiBench SOTA registry. Every normative rule should be classified as `ADOPT`, `MAP`, `EXTEND`, or `DIVERGE` with respect to existing standards. Divergence requires explicit rationale."
docs/paper/EPIBENCH_NPJ_DIGITAL_MEDICINE_DRAFT.md,92,edge_or_realtime,real-time,requires_review,major,Review wording; add evidence boundary or remove unsupported claim.,"- `D`, seizure detection: detection of ongoing or near-onset seizure events. - `W`, early warning: alarms before a clinically meaningful deadline. - `F`, forecasting: risk estimation over a specified future horizon using explicit seizure prediction horizon and seizure occurrence period definitions where applicable. - `E`, embedded viability: feasibility under declared IoT or edge deployment constraints.  Each result bundle must declare one primary track. The same model may be evaluated on several tracks, but each track produces a separate verdict. This prevents, for example, a detection result from being described as forecasting or an offline algorithm from being described as real-time without hardware evidence."
